"","age","maritl","race","education","jobclass","wage"
"450761",56,"2. Married","1. White","2. HS Grad","1. Industrial",129.453644576625
"11935",50,"2. Married","1. White","2. HS Grad","2. Information",130.982177377461
"449193",44,"2. Married","1. White","4. College Grad","2. Information",94.0727147457005
"13380",30,"2. Married","1. White","4. College Grad","2. Information",99.6894636984864
"13510",34,"2. Married","1. White","4. College Grad","2. Information",128.680488220624
"303955",50,"4. Divorced","1. White","2. HS Grad","2. Information",73.7757432746946
"82964",51,"2. Married","1. White","4. College Grad","2. Information",110.782650276254
"228305",36,"2. Married","1. White","3. Some College","1. Industrial",118.884359339886
"8471",44,"2. Married","1. White","3. Some College","2. Information",148.413159102577
"375955",54,"2. Married","3. Asian","2. HS Grad","1. Industrial",95.2307125669819
"378357",36,"2. Married","1. White","4. College Grad","1. Industrial",163.515863976238
"228453",62,"2. Married","1. White","5. Advanced Degree","2. Information",279.501781963737
"375260",33,"1. Never Married","1. White","5. Advanced Degree","2. Information",114.475713290347
"84747",44,"1. Never Married","1. White","2. HS Grad","1. Industrial",102.870246933215
"9001",80,"1. Never Married","1. White","2. HS Grad","2. Information",87.9810327856054
"13523",45,"2. Married","1. White","2. HS Grad","2. Information",87.9810327856054
"377490",58,"4. Divorced","1. White","4. College Grad","2. Information",70.4760196469445
"85233",51,"2. Married","1. White","3. Some College","1. Industrial",101.82435207568
"85808",37,"2. Married","1. White","4. College Grad","1. Industrial",127.115743812184
"229152",56,"2. Married","1. White","3. Some College","2. Information",99.6894636984864
"449705",59,"2. Married","1. White","5. Advanced Degree","2. Information",171.765132627508
"85799",56,"2. Married","1. White","2. HS Grad","2. Information",75.0431540173515
"155865",34,"2. Married","1. White","1. < HS Grad","1. Industrial",72.1504556815713
"85689",37,"1. Never Married","1. White","2. HS Grad","1. Industrial",34.6074177301288
"450894",36,"2. Married","1. White","4. College Grad","1. Industrial",94.0727147457005
"378221",45,"2. Married","1. White","4. College Grad","2. Information",176.989650489877
"376602",23,"1. Never Married","1. White","3. Some College","2. Information",27.1405792079024
"156489",56,"2. Married","1. White","2. HS Grad","2. Information",127.115743812184
"376581",28,"1. Never Married","1. White","2. HS Grad","1. Industrial",82.6796372966372
"379989",37,"2. Married","1. White","3. Some College","1. Industrial",101.82435207568
"11046",22,"1. Never Married","1. White","3. Some College","1. Industrial",63.1888610037461
"303385",60,"2. Married","1. White","2. HS Grad","1. Industrial",114.926521781463
"450697",30,"1. Never Married","1. White","4. College Grad","1. Industrial",81.2832532842527
"156124",50,"2. Married","1. White","2. HS Grad","1. Industrial",101.82435207568
"161043",38,"2. Married","1. White","5. Advanced Degree","2. Information",101.82435207568
"449651",55,"2. Married","1. White","5. Advanced Degree","2. Information",103.181326958727
"231523",39,"2. Married","1. White","3. Some College","2. Information",148.413159102577
"154395",42,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
"304408",71,"2. Married","2. Black","4. College Grad","2. Information",105.69144753053
"380248",33,"2. Married","1. White","3. Some College","2. Information",128.680488220624
"83466",49,"1. Never Married","1. White","2. HS Grad","1. Industrial",51.7514403709426
"13091",45,"2. Married","1. White","3. Some College","1. Industrial",81.2832532842527
"14266",59,"4. Divorced","1. White","1. < HS Grad","1. Industrial",54.121205395165
"450648",47,"1. Never Married","4. Other","1. < HS Grad","1. Industrial",71.6867436659172
"230082",34,"2. Married","1. White","3. Some College","2. Information",145.143601176911
"302568",23,"2. Married","2. Black","3. Some College","2. Information",94.0727147457005
"452618",32,"2. Married","1. White","2. HS Grad","1. Industrial",127.901232979118
"449703",30,"2. Married","1. White","4. College Grad","2. Information",102.870246933215
"228508",54,"2. Married","2. Black","2. HS Grad","2. Information",89.4924795180001
"453301",46,"2. Married","1. White","3. Some College","1. Industrial",104.921506533664
"8172",52,"2. Married","1. White","4. College Grad","2. Information",137.590142766506
"380101",50,"2. Married","1. White","2. HS Grad","1. Industrial",176.989650489877
"306319",57,"2. Married","1. White","2. HS Grad","1. Industrial",97.4932940453934
"10780",46,"2. Married","1. White","3. Some College","1. Industrial",100.764272842107
"8168",30,"1. Never Married","1. White","3. Some College","2. Information",81.2832532842527
"234147",32,"1. Never Married","1. White","3. Some College","1. Industrial",56.9055391446732
"379279",53,"2. Married","1. White","3. Some College","1. Industrial",105.927810775063
"13027",48,"2. Married","1. White","4. College Grad","1. Industrial",138.299126920883
"159780",31,"2. Married","1. White","3. Some College","2. Information",108.874525834712
"153749",50,"2. Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
"381130",47,"2. Married","1. White","2. HS Grad","1. Industrial",94.0727147457005
"83569",37,"2. Married","1. White","2. HS Grad","2. Information",75.3556793180091
"82380",24,"1. Never Married","1. White","3. Some College","2. Information",74.5711617723683
"87411",53,"2. Married","1. White","1. < HS Grad","1. Industrial",81.2832532842527
"80378",39,"4. Divorced","1. White","2. HS Grad","1. Industrial",95.2307125669819
"233582",36,"2. Married","1. White","4. College Grad","2. Information",140.398200161944
"230156",34,"2. Married","1. White","4. College Grad","2. Information",148.413159102577
"80860",45,"2. Married","1. White","3. Some College","2. Information",99.6894636984864
"157459",60,"2. Married","1. White","1. < HS Grad","1. Industrial",59.0970640815891
"228496",43,"2. Married","1. White","1. < HS Grad","2. Information",118.884359339886
"453835",20,"1. Never Married","1. White","2. HS Grad","1. Industrial",64.3510245722737
"376688",27,"1. Never Married","1. White","4. College Grad","1. Industrial",133.232350826567
"84683",35,"4. Divorced","1. White","2. HS Grad","1. Industrial",59.0970640815891
"448578",56,"2. Married","4. Other","2. HS Grad","1. Industrial",60.1541246622441
"376787",19,"1. Never Married","1. White","3. Some College","1. Industrial",30.9237526933873
"231118",35,"2. Married","1. White","4. College Grad","2. Information",109.833985642199
"7373",23,"1. Never Married","1. White","1. < HS Grad","1. Industrial",65.1108537153447
"156889",45,"3. Widowed","4. Other","2. HS Grad","1. Industrial",94.0727147457005
"80853",54,"4. Divorced","1. White","1. < HS Grad","2. Information",65.1108537153447
"379750",43,"1. Never Married","1. White","2. HS Grad","2. Information",87.9810327856054
"377519",42,"2. Married","1. White","5. Advanced Degree","1. Industrial",176.989650489877
"11199",51,"2. Married","1. White","4. College Grad","2. Information",189.244162932803
"232149",48,"2. Married","1. White","2. HS Grad","2. Information",111.185461930226
"229612",37,"2. Married","1. White","4. College Grad","1. Industrial",81.2832532842527
"451199",58,"2. Married","1. White","4. College Grad","2. Information",154.68529299563
"7609",41,"2. Married","1. White","1. < HS Grad","1. Industrial",124.720446242886
"231686",51,"2. Married","1. White","4. College Grad","2. Information",277.79948020565
"234389",51,"2. Married","1. White","3. Some College","2. Information",99.5919888162707
"229901",44,"2. Married","1. White","1. < HS Grad","2. Information",87.9810327856054
"153622",43,"2. Married","1. White","4. College Grad","2. Information",114.475713290347
"86931",34,"2. Married","1. White","3. Some College","1. Industrial",145.143601176911
"9860",43,"2. Married","1. White","4. College Grad","1. Industrial",138.299126920883
"83774",61,"4. Divorced","1. White","2. HS Grad","1. Industrial",113.567089569751
"379289",40,"2. Married","1. White","1. < HS Grad","1. Industrial",118.019753340006
"451529",49,"2. Married","1. White","3. Some College","2. Information",104.921506533664
"157319",55,"2. Married","1. White","4. College Grad","1. Industrial",130.982177377461
"10740",54,"2. Married","1. White","5. Advanced Degree","2. Information",123.089699847943
"83212",41,"2. Married","1. White","2. HS Grad","2. Information",109.833985642199
"234447",29,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
"156703",34,"4. Divorced","1. White","2. HS Grad","1. Industrial",105.927810775063
"303382",41,"1. Never Married","1. White","2. HS Grad","1. Industrial",121.430313822622
"83663",48,"4. Divorced","2. Black","1. < HS Grad","2. Information",85.3839403789827
"13264",26,"1. Never Married","1. White","4. College Grad","1. Industrial",91.6992261117042
"228067",54,"4. Divorced","1. White","3. Some College","2. Information",90.4819133566401
"452259",37,"2. Married","1. White","4. College Grad","2. Information",104.921506533664
"380756",62,"2. Married","1. White","2. HS Grad","2. Information",127.115743812184
"379666",39,"2. Married","1. White","2. HS Grad","2. Information",111.720849360989
"13066",55,"1. Never Married","2. Black","2. HS Grad","1. Industrial",81.2832532842527
"155361",41,"2. Married","1. White","4. College Grad","1. Industrial",82.6796372966372
"301559",28,"1. Never Married","1. White","3. Some College","1. Industrial",102.766280877288
"159911",58,"2. Married","1. White","5. Advanced Degree","1. Industrial",120.589436530402
"378511",47,"1. Never Married","2. Black","5. Advanced Degree","2. Information",141.77517233318
"303173",60,"1. Never Married","1. White","5. Advanced Degree","2. Information",106.921814091211
"155313",26,"1. Never Married","3. Asian","4. College Grad","2. Information",268.266292012557
"231958",52,"2. Married","1. White","3. Some College","1. Industrial",109.833985642199
"375616",31,"2. Married","1. White","3. Some College","1. Industrial",99.6894636984864
"307319",63,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",200.543262324662
"12456",42,"2. Married","1. White","2. HS Grad","1. Industrial",109.833985642199
"448765",30,"1. Never Married","1. White","5. Advanced Degree","2. Information",125.525498433836
"301777",52,"2. Married","1. White","3. Some College","2. Information",114.475713290347
"11762",38,"2. Married","1. White","5. Advanced Degree","2. Information",160.642475408263
"379995",29,"2. Married","1. White","1. < HS Grad","1. Industrial",99.6894636984864
"302475",42,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
"303761",57,"2. Married","1. White","4. College Grad","2. Information",125.525498433836
"7976",46,"2. Married","2. Black","3. Some College","1. Industrial",133.232350826567
"157964",21,"1. Never Married","1. White","1. < HS Grad","1. Industrial",75.0431540173515
"9336",34,"4. Divorced","1. White","3. Some College","1. Industrial",109.833985642199
"379954",39,"1. Never Married","1. White","2. HS Grad","1. Industrial",63.1888610037461
"230714",26,"1. Never Married","1. White","3. Some College","1. Industrial",95.2307125669819
"83126",42,"4. Divorced","1. White","1. < HS Grad","2. Information",111.720849360989
"82701",48,"2. Married","1. White","3. Some College","2. Information",78.3924668009837
"452203",54,"2. Married","1. White","2. HS Grad","1. Industrial",99.6894636984864
"230644",37,"2. Married","1. White","2. HS Grad","1. Industrial",78.3924668009837
"304966",31,"1. Never Married","4. Other","3. Some College","2. Information",81.2832532842527
"88084",37,"2. Married","1. White","4. College Grad","2. Information",148.413159102577
"160389",43,"1. Never Married","1. White","4. College Grad","2. Information",130.602227520314
"81881",54,"2. Married","1. White","4. College Grad","2. Information",200.543262324662
"83677",39,"2. Married","1. White","5. Advanced Degree","2. Information",148.413159102577
"306629",21,"1. Never Married","1. White","2. HS Grad","2. Information",96.1440722120499
"301793",29,"1. Never Married","3. Asian","4. College Grad","1. Industrial",62.2386812563875
"447716",29,"2. Married","1. White","4. College Grad","2. Information",137.590142766506
"10043",33,"1. Never Married","2. Black","1. < HS Grad","2. Information",87.9810327856054
"156286",45,"2. Married","1. White","4. College Grad","1. Industrial",155.900506146767
"376933",53,"4. Divorced","1. White","5. Advanced Degree","1. Industrial",176.989650489877
"160815",63,"2. Married","1. White","4. College Grad","1. Industrial",123.089699847943
"84588",56,"2. Married","1. White","4. College Grad","2. Information",138.299126920883
"306463",39,"3. Widowed","3. Asian","2. HS Grad","1. Industrial",73.7757432746946
"304367",30,"2. Married","1. White","4. College Grad","2. Information",182.020620963512
"156055",42,"2. Married","1. White","4. College Grad","2. Information",116.265324062503
